TN,FP,FN,TP,Accuracy,Precision,Recall,F1,ROC_AUC,Prediction_Threshold,Best_Epoch,Training_Time_Seconds,Inference_Time_Seconds
43123,2,6,24,0.999814621712432,0.9230769230769231,0.8,0.8571428571428571,0.9999559420289855,0.7588388919830322,15,5.2280379589647055,0.2739140000194311
